sulfate,sulfate_binary,TWI,precip. seasonality,precip. driest quarter,precip. warmest quarter,precip. coldest quarter,annual precipitation,annual mean temperature,coastline distance,N fertilizer use,land subsidence,soil pH,population density,volcano distance,water table depth,land use-urban,sedimentary rock
423,1,0.782500003,0.589081896,0.006842105,0.032699769,0.000938527,0.022805875,0.785182514,0.638878428,0.005176311,0.8,0.637681159,0.001076309,0.100397361,0.001750911,0,1
423,1,0.856734093,0.51638544,0.011578947,0.023463324,0.002053027,0.021846075,0.767232156,0.570684265,0.029129606,0.8,0.676328502,0.002193018,0.081746074,0.030246402,0,1
423,1,0.826074478,0.56093877,0.013185526,0.043738622,0.001994369,0.042443675,0.78660853,0.595734628,0.021809043,0.8,0.782608696,0.005012517,0.093474154,0.010148767,0,1
422,1,0.755319149,0.37073159,0.006842105,0.024551898,0.004072208,0.042637083,0.828808935,0.847992185,0.006858244,0.4,0.47826087,0.007854361,0.051583557,0.038907098,0,0
421,1,0.669585127,0.227954508,0.023557368,0.017980139,0.002685934,0.021001538,0.670659067,0.680640149,7.13E-05,0.2,0.637681159,0,0.053381439,0.019178964,0,1
421,1,0.826765994,0.571645984,0.01,0.028578862,0.001583763,0.027173203,0.780396047,0.61049566,0.018881317,0.8,0.632850242,0.005900955,0.089707614,0.006159738,0,1
420,1,0.776436177,0.193467736,0.025937474,0.010968121,0.006878813,0.022309184,0.668702534,0.872123685,0.005751952,0.8,0.618357488,0.012142893,0.043175176,0.002217655,0,1
420,1,0.720712783,0.48338711,0.002105263,0.007129023,0.000527921,0.005986618,0.812024521,0.718344569,7.27E-05,0.4,0.68115942,5.81E-05,0.073464666,0.027768293,0,1
420,1,0.805351095,0.610181999,0.002631579,0.011887504,0.00029329,0.009459776,0.799153258,0.731483844,0.001158417,0.6,0.68115942,0.00010984,0.089558267,0.081569201,0,0
420,1,0.714085112,0.630409424,0.003157895,0.013834416,0.000469263,0.012866431,0.80828136,0.747872175,0.001252256,0.4,0.652173913,0.000445875,0.097134009,0.020824559,0,1
420,1,0.769787241,0.661137331,0.002105263,0.006743013,0.00029329,0.027780084,0.80309296,0.772921849,0.002296471,0.6,0.579710145,0.001094613,0.112247889,0.00339851,0,0
420,1,0.597393604,0.605086839,0.003157895,0.006619136,0.000351947,0.021131108,0.783168312,0.727328238,0.002381142,0.4,0.594202899,0.001089744,0.113421317,0.003426402,0,0
420,1,0.760680828,0.425806448,0.003157895,0.008698173,0.001231816,0.033392402,0.814820462,0.761432792,0.005403145,0.6,0.507246377,0.00127529,0.060730629,0.007667871,0,0
419.2671,1,0.784744669,0.401591797,0.008421053,0.024558714,0.001290474,0.015749474,0.694360869,0.72201112,0.004263271,0.4,0.710144928,9.50E-06,0.048179937,0.023607549,0,1
419,1,0.853436247,0.247607109,0.02232979,0.027189474,0.002488656,0.022793417,0.640534952,0.61306043,0.008618447,0.6,0.637681159,3.87E-06,0.035823796,0.006380926,0,1
419,1,0.826510653,0.23147023,0.025142895,0.028827341,0.002802176,0.026298363,0.640289635,0.628917338,0.014118067,0.6,0.579710145,0.001117871,0.042833916,0.015232209,0,1
418.88,1,0.673776586,0.111439202,0.05738158,0.02768846,0.006691283,0.030617648,0.571266445,0.749889897,0.005328012,0.4,0.434782609,0.000198516,0.074706381,0.033875291,0,1
417,1,0.688723382,0.150775026,0.068947368,0.028191071,0.007684186,0.044001384,0.666190341,0.704358805,0.001050345,0.4,0.492753623,2.19E-05,0.077990068,0.029099951,0,1
416.8719,1,0.681606374,0.304687759,0.010268053,0.01882937,0.00179895,0.014129673,0.711183672,0.719018404,0.000206114,0.6,0.710144928,2.15E-05,0.02895649,0.02870448,0,1
416.608,1,0.589595714,0.370503718,0.003251111,0.001639127,0.008963984,0.014945547,0.669648288,0.865580062,3.49E-05,0.6,0.52173913,5.12E-05,0.014633114,0.007490236,0,1
416,1,0.666840411,0.394058322,0.005263158,0.010265178,0.001912864,0.031919756,0.79850154,0.773684609,0.006591143,0.2,0.565217391,0.001374347,0.067760272,0.045013086,0,0
415,1,0.78718088,0.633920586,0.005789474,0.038118442,0.000821211,0.031042556,0.791211759,0.679405348,0.007648292,0.8,0.579710145,0.001116109,0.109932114,0.006690881,0,1
415,1,0.697914854,0.353205123,0.016315789,0.018215135,0.008938761,0.030750756,0.820601445,0.807623134,0.003053545,0.6,0.52173913,0.001633929,0.034356934,0.021837141,0,0
415,1,0.711936139,0.319583536,0.016842105,0.019877791,0.008450727,0.036944931,0.826635144,0.808463009,0.003269832,0.4,0.52173913,0.002898929,0.031702578,0.026411474,0,0
414.3454,1,0.745627626,0.409421424,0.006203737,0.019950856,0.001453959,0.017190893,0.733997332,0.757185485,0.001230011,0.4,0.710144928,9.87E-05,0.012925706,0.012176246,0,1
414,1,0.761925555,0.145700169,0.063498423,0.026821253,0.007556547,0.0367766,0.719181317,0.825954844,0.001206058,0.6,0.565217391,5.24E-05,0.087157629,0.018369703,0,1
414,1,0.85106383,0.498577336,0.013684211,0.024837924,0.002287658,0.024647079,0.763588013,0.562679756,0.032791021,0.8,0.724637681,0.002937852,0.076679116,0.029333569,0,1
413,1,0.776489339,0.634615372,0.007894737,0.034647434,0.0011145,0.034097012,0.785152947,0.646069807,0.008797119,0.8,0.594202899,0.001941687,0.10136506,0.013650629,0,1
413,1,0.759117045,0.367507871,0.007894737,0.019813279,0.004798827,0.039399478,0.835467716,0.848030149,0.003112348,0.4,0.507246377,0.001108543,0.048208294,0.011891696,0,0
412.8,1,0.712765957,0.331935078,0.013157895,0.023847492,0.007785664,0.043475311,0.805074635,0.803455365,0.002861308,0.4,0.47826087,0.001358568,0.030723126,0.032621943,0,0
412.8,1,0.766521292,0.339644332,0.016842105,0.019696433,0.008977886,0.034862071,0.830758084,0.816026747,0.002554544,0.6,0.492753623,0.004538137,0.031034771,0.018133769,0,0
412.8,1,0.604808483,0.316677015,0.014736842,0.024520151,0.008639899,0.046252831,0.813551048,0.80896631,0.00324985,0.6,0.492753623,0.002837299,0.029315393,0.001636568,0,0
412,1,0.841085069,0.556306863,0.013406632,0.033062046,0.002080754,0.030894323,0.776001168,0.593982629,0.02204823,1,0.666666667,0.016176453,0.084876742,0.01041691,0,1
410,1,0.644808505,0.234289903,0.026421053,0.043949838,0.002944627,0.03776937,0.531278262,0.379298367,0.026155946,0.4,0.492753623,0.000339809,0.116654775,0.018741118,0,1
410,1,0.76274466,0.548308493,0.002631579,0.012180676,0.000410605,0.008446393,0.804074172,0.697690868,0.000572785,0.8,0.666666667,0.00017391,0.082799292,0.015932562,0,1
410,1,0.822670145,0.616604637,0.001578947,0.014011322,0.000175974,0.037825361,0.818510408,0.871984939,0.012335465,0.6,0.52173913,0.001225152,0.141563281,0.003179245,0,1
410,1,0.721308526,0.592969416,0.003684211,0.009631531,0.000410605,0.028291339,0.777026745,0.752581454,0.001414927,0.4,0.594202899,0.001601323,0.116528041,0.009292179,0,0
410,1,0.840489327,0.527907372,0.011578947,0.024559003,0.001759737,0.023143927,0.778111428,0.598913502,0.019165152,0.8,0.632850242,0.005797667,0.086811114,0.007652853,0,1
410,1,0.825755343,0.426745229,0.03191021,0.013566874,0.020677909,0.039003333,0.837728686,0.872386197,0.00717177,0.6,0.536231884,0.004047272,0.035136027,0.00219075,0,1
409,1,0.807542517,0.593457407,0.000526316,0.013411308,5.87E-05,0.029042454,0.799861093,0.845455333,0.01029717,0.4,0.536231884,0.008167446,0.129333969,0.002358138,0,0
409,1,0.796819159,0.388980989,0.013663526,0.018560162,0.02623645,0.061183921,0.830282247,0.865965335,0.004381126,0.8,0.492753623,0.000764547,0.017543444,0.003959315,0,1
408.9366,1,0.836925588,0.450583112,0.002734384,0.034705131,0.003050211,0.018074142,0.747858714,0.865410663,0.008983497,0.6,0.652173913,0.000845482,0.02520533,0.021779769,0,1
408,1,0.840425532,0.231599263,0.025114316,0.025779501,0.002798991,0.022892067,0.651312261,0.621211177,0.005376061,0.6,0.632850242,0.005414149,0.037917727,0.018886764,0,1
408,1,0.770106376,0.214436723,0.035789474,0.046018411,0.003988738,0.038696815,0.517625386,0.468839889,0.008638769,0.6,0.38647343,0.009331072,0.15217759,0.003299064,0,1
408,1,0.709691474,0.086074439,0.115054739,0.03275645,0.018533258,0.054934626,0.512859911,0.633738797,0.016008326,0.4,0.434782609,0.001720514,0.262560991,0.001868495,0,1
408,1,0.85106383,0.505512828,0.010510263,0.020589446,0.00169929,0.019959031,0.768619783,0.559839533,0.034265273,0.8,0.652173913,0.00323065,0.083307172,0.041555208,0,1
407.2483,1,0.833925612,0.401177008,0.009018527,0.028693244,0.00140779,0.018259088,0.695170681,0.738197987,0.000262012,0.6,0.714975845,4.71E-05,0.032996023,0.023004631,0,1
407.1712,1,0.651659539,0.345385846,0.007421,0.02371731,0.001877053,0.015288725,0.730660557,0.746550538,0.000728868,0.4,0.695652174,0.003064351,0.016024361,0.027741822,0,1
407,1,0.778648945,0.261594301,0.018421053,0.019249927,0.002287658,0.018734041,0.67414954,0.656035773,0.000115066,0.4,0.652173913,9.89E-05,0.045866551,0.020374031,0,1
407,1,0.595468075,0.087482217,0.072215263,0.022142651,0.009267304,0.03505271,0.625291862,0.872548198,0.018340505,0.4,0.623188406,0.005558761,0.018355894,0.00071055,1,1
407,1,0.508932966,0.393675338,0.006235421,0.001717498,0.007218853,0.016238373,0.595528303,0.51643281,2.72E-05,0.4,0.637681159,0.076144747,0.013239483,0.005693508,0,0
407,1,0.808510638,0.436468164,0.007894737,0.01538098,0.005648874,0.048821412,0.831374315,0.86989239,0.003288893,0.8,0.449275362,0.002823492,0.033105323,0.007695923,0,1
406.5991,1,0.782180867,0.288244426,0.007381842,0.01372637,0.001466448,0.010394913,0.723975169,0.714484196,8.05E-05,0.6,0.724637681,2.74E-05,0.025914154,0.037201308,0,1
406.2762,1,0.717691462,0.240879232,0.026089789,0.026562917,0.003683734,0.024435318,0.634482044,0.772701983,0.001165092,0.6,0.666666667,6.14E-05,0.043473873,0.002553427,0,1
406,1,0.774372344,0.573755143,0.001578947,0.017552769,0.000175974,0.031695022,0.813135811,0.871996224,0.01542081,0.6,0.536231884,0.001609832,0.1395859,0.002982798,0,0
404,1,0.758861704,0.23048139,0.038949946,0.024324297,0.004809948,0.028893401,0.745831237,0.832233414,0.007363739,0.4,0.623188406,4.65E-06,0.068597944,0.054294815,0,1
404,1,0.821712737,0.110133584,0.05045121,0.027499419,0.00585742,0.02921899,0.562593463,0.757209791,0.011184599,0.6,0.565217391,0.000254214,0.079272726,0.002283885,0,1
403.2,1,0.721925533,0.36021672,0.016315789,0.019414033,0.010091096,0.031132852,0.808041976,0.822606115,0.002335193,0.6,0.579710145,0.001447135,0.038941614,0.023366482,0,0
403,1,0.763351035,0.387884602,0.005263158,0.024484198,0.003754382,0.043756499,0.833116606,0.845285933,0.008496247,0.4,0.52173913,0.001865936,0.053095006,0.008024811,0,0
402.6879,1,0.806159567,0.303472293,0.007368421,0.016633517,0.001457702,0.012429575,0.728013889,0.737689131,0.000381074,0.8,0.714975845,0.002158344,0.018730404,0.024283745,0,1
402,1,0.698968116,0.089148055,0.043196684,0.019128299,0.004814271,0.02292437,0.57793557,0.861757555,0.007622908,0.4,0.608695652,7.72E-05,0.063402946,0.011525818,0,1
402,1,0.835180891,0.490740294,0.006827947,0.015277907,0.0011145,0.014032303,0.778993651,0.591270921,0.013659828,0.8,0.637681159,0.001706421,0.088857341,0.013291998,0,1
402,1,0.840850992,0.494392054,0.016315789,0.02895042,0.002698264,0.028430293,0.763391471,0.56335534,0.029727231,0.8,0.739130435,0.002512066,0.076231775,0.026077704,0,1
400,1,0.851595777,0.430198524,0,0,0.005443049,0.00803943,0.658876912,0.581499127,1.40E-05,0.4,0.637681159,0.000105523,0.051492362,0.006027287,0,1
400,1,0.696148974,0.611952032,0.002631579,0.014351986,0.00029329,0.011844332,0.806143055,0.764395276,0.002023817,0.6,0.652173913,0.000183477,0.092899637,0.0563849,0,1
399.4623,1,0.870489405,0.293588504,0.008429789,0.016290954,0.001722108,0.012142594,0.733655971,0.730669674,0.000233395,0.4,0.724637681,3.09E-05,0.020923181,0.052229491,0,1
399,1,0.85106383,0.5052564,0.013684211,0.02374297,0.002229,0.023153309,0.764112611,0.545462309,0.039324067,0.8,0.652173913,0.004175581,0.079979333,0.036247004,0,1
398.515,1,0.783670223,0.267099265,0.03201921,0.036512902,0.004092451,0.033007949,0.757733126,0.860020841,0.006502789,0.2,0.666666667,6.61E-05,0.057742072,0.020074584,0,1
398.4,1,0.786946804,0.309917302,0.023174946,0.022436649,0.012110042,0.042289239,0.821925512,0.827996527,0.003006452,0.4,0.565217391,0.00250392,0.033227915,0.003046824,0,0
398,1,0.79787234,0.232028945,0.029863685,0.032721513,0.003328308,0.026015228,0.452078027,0.534162897,0.019067015,0.4,0.52173913,6.88E-06,0.13376346,0.001355823,0,1
398,1,0.746776581,0.378982222,0.005789474,0.025658742,0.004391371,0.045546428,0.83384809,0.852825773,0.007279049,0.6,0.492753623,0.00461605,0.050853791,0.016212381,0,0
398,1,0.78923408,0.428246497,0.007928316,0.029038272,0.001243284,0.055863714,0.821749659,0.856965752,0.012826757,0.8,0.463768116,0.008369676,0.05603542,0.004376185,0,1
397.0837,1,0.638542581,0.409584361,0.007800158,0.023155697,0.001759737,0.021098343,0.681229505,0.761674537,0.007296426,0.4,0.652173913,8.26E-05,0.01257806,0.006342114,0,1
397,1,0.795468107,0.307583963,0.010489789,0.017363294,0.00250305,0.013520536,0.640746263,0.67138833,0.000301953,0.6,0.666666667,1.57E-05,0.018494544,0.00910619,0,1
397,1,0.829031924,0.562886695,0.016842105,0.040523052,0.002463632,0.039106805,0.781890047,0.583832582,0.020146677,0.8,0.599033816,0.160645888,0.082149688,0.00150921,1,1
397,1,0.78290428,0.411388344,0.009473684,0.024648884,0.001457021,0.053224121,0.825080543,0.871835054,0.006257673,0.6,0.47826087,0.022793256,0.059895889,0.00256314,1,1
396.4,1,0.608202102,0.120258063,0.040045736,0.011030284,0.008361274,0.025295134,0.576181468,0.831931225,0.019091569,0.4,0.608695652,2.90E-05,0.071213583,0.02307227,0,1
396,1,0.754553206,0.213703064,0.035789474,0.045895332,0.003988738,0.038638465,0.51684395,0.469017037,0.008530772,0.6,0.391304348,0.007654227,0.152216767,0.004010035,0,1
396,1,0.716723422,0.052650951,0.108516316,0.038356769,0.013009444,0.051586934,0.513417614,0.677417158,0.016372053,0.4,0.52173913,8.39E-05,0.265366538,0.001736145,0,1
396,1,0.736776636,0.679880084,0.001064211,0.004244912,0.000234632,0.020372712,0.799668977,0.858344911,0.002381091,0.2,0.565217391,0.000179835,0.106266285,0.02182617,0,1
396,1,0.728797913,0.5282258,0.002631579,0.017396347,0.000557916,0.033037072,0.818285794,0.815022232,0.003124455,0.4,0.579710145,0.00190769,0.125922134,0.003407952,0,0
395.4438,1,0.496305344,0.347220434,0.006896368,0.00291541,0.010589571,0.018230836,0.663431352,0.857242098,0.004908908,0.4,0.483091787,0.00070275,0.014572233,0.012961852,0,1
395.3583,1,0.788063861,0.314612061,0.006352947,0.017300666,0.001535118,0.012467467,0.72721738,0.738002437,0.000393917,0.6,0.724637681,0.003056147,0.018667263,0.027077101,0,1
395,1,0.771053152,0.657948698,0.003157895,0.012077573,0.000351947,0.009183766,0.813345656,0.731363671,0.000354379,0.4,0.666666667,5.83E-05,0.082821463,0.015563362,0,1
395,1,0.744021314,0.615760986,0.003120558,0.013246883,0.000406444,0.011970979,0.80685385,0.74155297,0.001299145,0.6,0.68115942,0.000445068,0.095835464,0.030043281,0,1
394.4527,1,0.785446816,0.325112071,0.007199526,0.021120179,0.001912582,0.014187305,0.72935126,0.74108892,0.00053072,0.4,0.695652174,3.33E-05,0.017616706,0.044677807,0,1
394.4383,1,0.786085088,0.300133155,0.019249001,0.021681067,0.002145302,0.021694457,0.7001655,0.774391453,0.001019884,0.4,0.666666667,7.50E-05,0.038682779,0.017733669,0,1
394.2,1,0.564574465,0.536129039,0.010793,0.032895766,0.00120288,0.068208995,0.805708595,0.768683913,0.008519063,0.2,0.52173913,0.001704544,0.110306736,0.018400905,0,1
394,1,0.776595745,0.099632754,0.060858419,0.027375761,0.007097607,0.031648771,0.566088375,0.748982977,0.01580952,0.8,0.52173913,0.007853799,0.018620248,0.001347952,0,1
394,1,0.72065954,0.351108775,0.004736842,0.016840968,0.004653695,0.032413013,0.821678743,0.820696768,0.002179767,0.4,0.565217391,0.001146295,0.034874771,0.01831062,0,0
394,1,0.642861711,0.372295711,0.007605474,0.022683822,0.003404704,0.039752601,0.828166096,0.839357035,0.007168522,0.4,0.449275362,0.001841686,0.053610656,0.049949473,0,0
393,1,0.84138294,0.518432598,0.010526316,0.022937083,0.001531452,0.019805107,0.783588002,0.6012039,0.010450873,0.6,0.637681159,0.00088423,0.089017185,0.004011565,0,1
392,1,0.70175528,0.130264268,0.046842105,0.025874312,0.005279212,0.025497872,0.551098425,0.77409482,0.025917139,0.6,0.47826087,0.00133954,0.058233726,0.001572018,0,1
391.7668,1,0.745436161,0.320103805,0.034253211,0.039609595,0.004595853,0.05481208,0.799553725,0.857323098,0.001217895,0.4,0.579710145,0.000279354,0.047699077,0.036314543,0,1
391.61,1,0.846095795,0.262081061,0.019473999,0.021355031,0.002405009,0.019257653,0.677706505,0.769104555,0.000816025,0.6,0.666666667,0.000312714,0.041028957,0.006465334,0,1
391,1,0.729904256,0.641406101,0.009473684,0.038813714,0.001466448,0.038051582,0.790152218,0.636018404,0.010607182,0.8,0.594202899,0.003375625,0.10050281,0.008855652,0,1
390.88,1,0.597776616,0.184354837,0.02,0.006232893,0.008231699,0.021695585,0.625305152,0.800231329,0.016670772,0.6,0.579710145,1.31E-05,0.072385244,0.000795843,0,1
390.2158,1,0.849010711,0.253976423,0.018975947,0.019811104,0.002349501,0.017879301,0.676032226,0.76802744,0.000811276,0.4,0.666666667,1.97E-05,0.040572235,0.012442979,0,1
390.0865,1,0.79288296,0.557241511,0.000580947,0.021358365,0.001646915,0.010624314,0.759770948,0.870728895,0.000311938,0.4,0.652173913,0.000130687,0.04355782,0.030255963,0,1
390,1,0.734670193,0.583138983,0.004210526,0.027475936,0.000586579,0.02114126,0.803063393,0.720050712,0.002293676,0.8,0.608695652,0.004825285,0.100809565,0.006505355,0,1
390,1,0.732904231,0.469648457,0.004736842,0.026472021,0.001712658,0.043605139,0.792657026,0.751630078,0.004735297,0.4,0.536231884,0.00250229,0.087396921,0.004658691,0,0
389.0443,1,0.650308487,0.305193955,0.01108321,0.01857466,0.002148709,0.016991847,0.703072268,0.720932267,0.000238227,0.6,0.637681159,4.27E-05,0.029027045,0.036614493,0,1
388,1,0.766042588,0.253707611,0.018365316,0.017286025,0.002279053,0.018075271,0.681731921,0.660607855,8.55E-05,0.4,0.637681159,7.24E-06,0.046866609,0.01765536,0,1
388,1,0.710170178,0.276456569,0.011067526,0.003613946,0.012039653,0.02538189,0.675141125,0.86509208,0.010458881,0.6,0.550724638,0.000183122,0.113815564,0.003579306,0,1
388,1,0.739148972,0.611435075,0.003684211,0.008697999,0.000410605,0.028637697,0.783930829,0.74962939,0.001788363,0.4,0.579710145,0.001358463,0.118678099,0.014709411,0,0
387.9725,1,0.680159548,0.302179493,0.010941842,0.016011308,0.001888526,0.015003025,0.708275466,0.719297324,0.000216545,0.6,0.695652174,0.000124632,0.028901826,0.044597685,0,1
387.4919,1,0.727297844,0.289803561,0.037372738,0.041788926,0.004165192,0.042120752,0.733298347,0.804736716,0.001574968,0.2,0.623188406,6.53E-05,0.05260157,0.014694514,0,1
387,1,0.78655316,0.669842855,0.000526316,0.030314584,0.000234632,0.021990925,0.803698819,0.868039666,0.002631193,0.6,0.536231884,0.000298413,0.100207193,0.00917384,0,1
387,1,0.808510638,0.387516542,0.00720486,0.017644293,0.007679489,0.04398865,0.835672139,0.872554389,0.002587037,0.6,0.507246377,0.005171969,0.041164604,0.004747277,0,1
386.5215,1,0.531553228,0.412994208,0.006349316,0.020667149,0.001525106,0.017906373,0.728338987,0.757897534,0.001222214,0.2,0.68115942,4.56E-05,0.012631974,0.018556719,0,1
386,1,0.840776646,0.147437544,0.048685736,0.030102638,0.005445724,0.030093781,0.565470664,0.804707539,0.006404614,0.6,0.473429952,0.004602168,0.069905369,0.001428656,1,1
386,1,0.829787234,0.576852778,0.007838158,0.029830386,0.001594926,0.029706045,0.779493135,0.60514901,0.02643695,0.8,0.652173913,0.003855503,0.088732464,0.016511928,0,1
385,1,0.767234072,0.63019026,0.002105263,0.014994636,0.000234632,0.030914474,0.803123993,0.841234041,0.010024327,0.4,0.536231884,0.005695951,0.124448272,0.006340503,0,0
385,1,0.78571279,0.3346154,0.02,0.019447955,0.011484456,0.03982459,0.834879558,0.834550885,0.004016266,0.4,0.579710145,0.002995299,0.024562097,0.012220131,0,0
384.3618,1,0.80256385,0.178876755,0.024931368,0.019301826,0.003236515,0.018511358,0.644448061,0.785609238,0.000710499,0.6,0.68115942,4.23E-05,0.045915907,0.008222234,0,1
384,1,0.816489362,0.675388754,0.000925035,0.040343819,0.000103095,0.034821054,0.810634452,0.872659753,0.008615626,0.4,0.449275362,0.00305004,0.134829196,0.00464005,0,1
384,1,0.628127646,0.670587242,0.001578947,0.00928646,0.000351947,0.038736297,0.797673998,0.791662732,0.007751038,0.4,0.579710145,0.001445296,0.117608466,0.011169904,0,1
384,1,0.793159566,0.579210065,0.006706632,0.027898811,0.000938527,0.020058402,0.787350386,0.646164635,0.00341932,0.6,0.657004831,0.001177567,0.098105476,0.011480423,0,1
384,1,0.847574437,0.578263048,0.014210526,0.034527689,0.002463632,0.035564938,0.770100479,0.577092045,0.015845329,0.8,0.768115942,0.005610215,0.079931346,0.007686754,0,1
384,1,0.620351101,0.407978086,0.003173342,0.010534546,0.001463063,0.034556426,0.805241609,0.767866966,0.004426645,0.4,0.492753623,0.00958852,0.057496534,0.044900857,0,0
384,1,0.756468103,0.358151766,0.018947368,0.018514786,0.011611626,0.032408604,0.8121723,0.820852727,0.002036732,0.4,0.52173913,0.002393619,0.037721801,0.016462003,0,0
384,1,0.347055313,0.255251444,0.037542476,0.033609452,0.018053437,0.05179562,0.719580319,0.820800278,0.00282673,0,0.347826087,0.000668186,0.038115954,0.02803382,0,0
384,1,0.717755338,0.336885444,0.020516789,0.020435199,0.011649461,0.035390811,0.813930855,0.819152482,0.002405861,0.4,0.536231884,0.004108149,0.03533653,0.0066677,0,0
384,1,0.821085179,0.437179483,0.028074843,0.019076979,0.01901396,0.037775676,0.841624052,0.867494859,0.00287235,0.4,0.565217391,0.011645796,0.04801079,0.008944399,0,0
384,1,0.8207128,0.497598556,0.015781842,0.015659751,0.019047709,0.034329916,0.837639524,0.872603523,0.002775984,0.4,0.492753623,0.006468209,0.046022508,0.005085928,0,1
384,1,0.685287232,0.318496679,0.015789474,0.0254323,0.010285547,0.045898578,0.814356436,0.819266067,0.003533802,0.6,0.507246377,0.003145419,0.026549385,0.002068626,0,0
384,1,0.740893587,0.328999591,0.011849105,0.025187445,0.007941108,0.043295648,0.806924794,0.81749149,0.004014717,0.6,0.492753623,0.001813482,0.026309288,0.01028163,0,0
384,1,0.786393592,0.288502494,0.030087736,0.023581764,0.014678496,0.050790135,0.835575583,0.851378048,0.005100272,0.4,0.536231884,0.001841,0.031788903,0.01061842,0,0
384,1,0.64369153,0.322322577,0.009473684,0.021880546,0.007869545,0.039905757,0.809683756,0.819370266,0.003648908,0.6,0.47826087,0.002506397,0.025595814,0.002920554,0,0
384,1,0.838393678,0.373814175,0.034824053,0.015604716,0.020853492,0.043462168,0.839106438,0.872591619,0.007181629,0.8,0.565217391,0.003529375,0.032293166,0.003880735,0,1
384,1,0.781946791,0.31867495,0.021052632,0.021984489,0.013646352,0.052632928,0.82535392,0.840142897,0.006907163,0.6,0.507246377,0.015041335,0.019510795,0.001740181,0,0
384,1,0.807202116,0.41605458,0.016315789,0.022428964,0.011836755,0.061894067,0.829849281,0.872830562,0.012084946,0.8,0.492753623,0.013114503,0.010349386,0.002979759,0,1
384,1,0.726638307,0.445628612,0.007894737,0.028571616,0.001935711,0.049969851,0.825572643,0.816280655,0.005816659,0.4,0.47826087,0.001374871,0.060619994,0.008143583,0,0
384,1,0.749031879,0.37318404,0.00635221,0.022821107,0.003703643,0.040146183,0.832763407,0.84453463,0.00759231,0.4,0.492753623,0.002867132,0.052630064,0.023137293,0,0
383.663,1,0.872340426,0.291550875,0.029651895,0.034104814,0.003441612,0.03464226,0.760527573,0.829475164,0.00333701,0.4,0.666666667,0.000163038,0.045963029,0.009685607,0,1
383.2785,1,0.745074495,0.450409415,0.010717473,0.02014555,0.00173408,0.032044712,0.693896842,0.760727687,0.010605294,0.6,0.507246377,0.004799024,0.016646428,0.007307408,0,1
382.5351,1,0.452786141,0.379944163,0.001778632,0.001445523,0.00613157,0.009060811,0.663483073,0.870909323,6.06E-06,0.2,0.637681159,5.22E-05,0.00537119,0.034946655,0,1
382.5,1,0.442596841,0.311745643,0.017472896,0.024877356,0.010829775,0.042959443,0.793437272,0.817436608,0.003344002,0.2,0.463768116,0.002360279,0.027199268,0.050369201,0,0
382,1,0.577074497,0.098492139,0.053785264,0.025242098,0.006167468,0.027661591,0.538771095,0.787707536,0.030174667,0.4,0.507246377,0.000465129,0.047959042,0.000236951,0,1
381,1,0.807127689,0.362728709,0.004736842,0.001304726,0.013264019,0.021930832,0.645715981,0.829708233,0.013470126,0.8,0.536231884,5.58E-06,0.00742944,0.006479628,0,1
380.5,1,0.721074449,0.186553352,0.027518317,0.011884083,0.006370073,0.021458134,0.663630852,0.871805689,0.004967533,0.6,0.623188406,0.002278287,0.040534027,0.000314821,0,1
380.15,1,0.808638228,0.117940035,0.05658579,0.02771093,0.007221492,0.029574477,0.559804934,0.675802705,0.005189116,0.6,0.444444444,0.000823128,0.105674621,0.00315997,1,1
380,1,0.545457475,0.194318028,0.016781316,0.007334575,0.004157109,0.015794852,0.670398995,0.872190205,0.006281534,0.4,0.608695652,0.00836232,0.04929467,0.003254696,1,1
380,1,0.794000017,0.616501271,0.002631579,0.005158669,0.00029329,0.01771189,0.794714042,0.723373736,0.002424688,0.4,0.623188406,0.001405457,0.110126579,0.007180986,0,1
380,1,0.729191476,0.347277103,0.005108179,0.017827341,0.002343483,0.034890888,0.780036957,0.814917334,0.011012235,0.4,0.652173913,0.002681224,0.073323683,0.030661801,0,0
380,1,0.726393598,0.359250614,0.003157895,0.016526529,0.002346316,0.028512794,0.775556364,0.820335878,0.004355478,0.4,0.536231884,0.001467545,0.056730504,0.00828449,0,0
380,1,0.840329759,0.580851931,0.015046895,0.033546536,0.002384602,0.034268882,0.77674745,0.579756858,0.017763616,1,0.68115942,0.012735083,0.080722306,0.00324463,0,1
380,1,0.768446821,0.380720828,0.004933427,0.022723109,0.006385324,0.04731349,0.834205714,0.864810212,0.002996336,0.8,0.512077295,0.002097086,0.046369696,0.024485254,0,1
379,1,0.819148936,0.275626549,0.019473684,0.030115687,0.002170343,0.023080398,0.621359545,0.591165345,0.00774337,0.6,0.594202899,0.000107944,0.032633339,0.003944026,0,1
379,1,0.861702128,0.490012409,0.014107737,0.026577703,0.002326396,0.024903657,0.7656879,0.573607847,0.026681387,0.8,0.68115942,0.003588041,0.07941574,0.030315451,0,1
378.9305,1,0.690585116,0.244774609,0.016315789,0.016112206,0.002229,0.015054761,0.686828716,0.762086837,0.000978219,0.4,0.695652174,0.000558879,0.041291723,0.000591051,0,1
378,1,0.744680851,0.230971874,0.030526316,0.033958683,0.003402159,0.026833205,0.4488506,0.531218475,0.013467029,0.2,0.47826087,6.11E-06,0.129719573,0.00262927,0,1
