sulfate,sulfate_binary,TWI,precip. seasonality,precip. driest quarter,precip. warmest quarter,precip. coldest quarter,annual precipitation,annual mean temperature,coastline distance,N fertilizer use,land subsidence,soil pH,population density,volcano distance,water table depth,land use-urban,sedimentary rock
20,0,0.675414877,0.608138975,0.018436052,0.021376196,0.002623927,0.07077373,0.768529615,0.659524826,0.006400346,0.4,0.565217391,0.005134795,0.125747088,0.004295007,0,0
20,0,0.675702115,0.558548415,0.008446579,0.027391564,0.000941371,0.068832998,0.798733568,0.714574508,0.006979689,0.4,0.536231884,0.001364924,0.104543663,0.00287993,0,0
20,0,0.808510638,0.565161315,0.012698211,0.012677544,0.002596445,0.048366661,0.78538348,0.584158046,0.014666397,0.8,0.550724638,0.003900773,0.099945789,0.011859386,0,1
20,0,0.755319149,0.545136457,0.005889053,0.030555668,0.000656335,0.068447421,0.798727649,0.732771105,0.008648779,0.4,0.492753623,0.001270402,0.100114096,0.003107831,0,1
20,0,0.722276566,0.595578997,0.014210526,0.017106408,0.002698264,0.05601651,0.782995419,0.662309483,0.004620917,0.6,0.565217391,0.002589532,0.130889626,0.012934776,0,1
20,0,0.743468102,0.522791576,0.007368421,0.03352102,0.000821211,0.066846637,0.796342547,0.753953802,0.00596005,0.4,0.463768116,0.001159148,0.095118848,0.004723563,0,0
20,0,0.680787269,0.546778323,0.014736842,0.025271674,0.001642421,0.064417267,0.760246784,0.69016812,0.006722371,0.4,0.565217391,0.000222819,0.121199537,0.00342303,0,0
20,0,0.80051065,0.428428461,0.007368421,0.0263833,0.00143496,0.055440702,0.823118063,0.865397187,0.011409935,0.8,0.47826087,0.012565095,0.053521496,0.003254957,0,1
20,0,0.653382971,0.439478903,0.008947368,0.036364599,0.002346879,0.064843871,0.822018611,0.844757623,0.010848975,0.2,0.420289855,0.000896157,0.060691673,0.00627228,0,0
20,0,0.707404279,0.581952041,0.010022527,0.013907132,0.001884591,0.048136184,0.797554321,0.640217088,0.011390128,0.6,0.565217391,0.00293466,0.117035819,0.026669249,0,1
20,0,0.797053154,0.545165422,0.013157895,0.025994491,0.001466448,0.061740758,0.798602052,0.709608549,0.007417681,0.4,0.579710145,0.0029294,0.116186578,0.004593055,0,1
20,0,0.740202153,0.580525237,0.011052526,0.015221803,0.002229,0.051221042,0.782362924,0.647109418,0.010122653,0.6,0.565217391,0.003258921,0.119300165,0.002973095,0,1
20,0,0.773755337,0.559454098,0.005588158,0.031117714,0.0006228,0.066944572,0.800700445,0.749792642,0.008616332,0.4,0.52173913,0.001872168,0.101240714,0.003458732,0,1
20,0,0.759734052,0.552903231,0.013148579,0.026972456,0.001465409,0.063206171,0.801748176,0.716771106,0.007594464,0.2,0.565217391,0.002026852,0.115799274,0.003143593,0,1
20,0,0.703159576,0.575550038,0.011835211,0.015397072,0.002316588,0.050477157,0.778912362,0.654896499,0.009547201,0.6,0.550724638,0.001114756,0.120514698,0.005360664,0,1
20,0,0.734042553,0.590951192,0.012586737,0.019149174,0.00205891,0.055185358,0.784391896,0.673163607,0.00222283,0.4,0.565217391,0.000947968,0.128398377,0.01450609,0,1
20,0,0.699510615,0.578928869,0.013157895,0.020189331,0.002222531,0.055024356,0.781458547,0.676628683,0.002432329,0.6,0.550724638,0.001255795,0.128178712,0.005285063,0,1
20,0,0.74652124,0.573461515,0.009473684,0.030386633,0.001055842,0.068562788,0.805980506,0.741714833,0.006151112,0.4,0.550724638,0.002107872,0.113875917,0.008120594,0,1
20,0,0.801531934,0.549416869,0.015235,0.087054511,0.002167204,0.065646827,0.773155028,0.604701284,0.032379927,0.8,0.52173913,0.006266235,0.095377405,0.007028676,0,1
20,0,0.617776587,0.54390408,0.009473684,0.033046535,0.001055842,0.065539659,0.807877933,0.783309136,0.007423762,0.4,0.507246377,0.001229601,0.097305999,0.004762224,0,0
20,0,0.729436185,0.575525238,0.008947368,0.028450275,0.000997184,0.067371684,0.810323635,0.750693647,0.006557373,0.4,0.579710145,0.002851982,0.113067408,0.005181097,0,1
20,0,0.813904296,0.584383792,0.011578947,0.014890693,0.002053027,0.053172847,0.794863316,0.664413341,0.01413752,1,0.550724638,0.022598496,0.116285316,0.011568898,0,1
20,0,0.7563298,0.386191053,0.012105263,0.028504203,0.002982766,0.051281855,0.823072261,0.870057266,0.002675015,0.6,0.449275362,0.030588342,0.070890019,0.004691525,1,0
20,0,0.819148936,0.559011606,0.011052632,0.019132938,0.001904206,0.051177614,0.795949464,0.678122613,0.017229112,1,0.52173913,0.007630511,0.117839521,0.009964339,0,1
20,0,0.764382951,0.385205132,0.011578947,0.031265294,0.004452393,0.053377943,0.819002508,0.869543578,0.003536847,0.6,0.434782609,0.002964284,0.075749571,0.003453598,0,0
20,0,0.613127688,0.466335824,0.02,0.045432733,0.002229,0.073258474,0.771916646,0.822026053,0.002321028,0.2,0.420289855,0.000519315,0.099200414,0.009922195,0,0
20,0,0.731191513,0.536492965,0.011052632,0.037428677,0.001231816,0.073300516,0.813945624,0.805948939,0.004077573,0.4,0.492753623,0.001080053,0.105906161,0.004857594,0,0
20,0,0.727872321,0.395938378,0.010511105,0.02642882,0.004486339,0.049836897,0.814387468,0.870948336,0.007761086,0.6,0.463768116,0.002588846,0.080252105,0.009574424,0,1
20,0,0.564893601,0.460198515,0.021578947,0.046386343,0.002404974,0.07469261,0.760642826,0.82309517,0.002216473,0.2,0.391304348,0.000673667,0.101654558,0.020061902,0,0
20,0,0.66088299,0.393958648,0.011654368,0.028962308,0.004484356,0.05548685,0.811613709,0.868741195,0.007504108,0.6,0.420289855,0.003181407,0.082956659,0.0129692,0,0
20,0,0.750617007,0.529892498,0.011578947,0.036821542,0.001290474,0.07343332,0.812009751,0.809094826,0.003631154,0.4,0.463768116,0.00090998,0.107111696,0.006613457,0,0
20,0,0.557329787,0.446579825,0.019646422,0.039227745,0.002189594,0.067376816,0.798002056,0.832129907,0.003731599,0,0.391304348,0.000730287,0.104198528,0.001648093,0,0
20,0,0.647351042,0.486360618,0.015263158,0.04035648,0.001701079,0.071978159,0.799170987,0.815432788,0.003400837,0.2,0.420289855,0.000836427,0.110075897,0.003286019,0,0
20,0,0.66302125,0.53163773,0.011052632,0.037672658,0.001940744,0.071793567,0.80141716,0.792583883,0.003901016,0.2,0.444444444,0.006322815,0.112241392,0.011563764,1,0
20,0,0.733212735,0.413045071,0.022176632,0.047662803,0.003473129,0.079745168,0.802724991,0.843444252,0.009567372,0.6,0.405797101,0.001910253,0.104107811,0.00277393,0,1
20,0,0.818393626,0.417899076,0.022254052,0.047946504,0.003416987,0.081799721,0.808599073,0.848501043,0.011268571,0.8,0.449275362,0.003916295,0.102545614,7.22E-05,1,1
20,0,0.832893696,0.398353596,0.028421053,0.051058859,0.003894498,0.082912888,0.804823413,0.856333241,0.012557879,0.8,0.449275362,0.004295915,0.096598103,0.001721902,0,1
20,0,0.744680851,0.399895787,0.025789474,0.057331111,0.00317239,0.085278672,0.802388056,0.857399618,0.011559357,0.6,0.449275362,0.003043055,0.094168835,0.006345546,0,1
20,0,0.839266026,0.389487595,0.030505106,0.052168601,0.003399795,0.08289289,0.804449525,0.864797811,0.013648157,0.8,0.449275362,0.005988682,0.094263706,0.002282909,0,1
20,0,0.832383014,0.400229108,0.027483842,0.045595969,0.003063075,0.079692355,0.805216495,0.866364189,0.013857979,0.8,0.492753623,0.005696209,0.094513192,0.002202124,0,1
20,0,0.698074503,0.468684876,0.013664053,0.036679472,0.001877053,0.062765728,0.798774945,0.80509274,0.011111694,0.4,0.415458937,0.010322112,0.091240985,0.002527227,0,1
20,0,0.806617006,0.415459058,0.017368421,0.050722237,0.002053027,0.067968516,0.797598629,0.8347256,0.019196316,0.8,0.420289855,0.005242428,0.079303253,0.001575551,0,1
20,0,0.79489363,0.446753522,0.017894737,0.325737887,0.00234424,0.176744093,0.777694698,0.713500871,0.015703186,0.6,0.304347826,0.005235682,0.080491627,0.001247559,0,1
20,0,0.803819129,0.372202221,0.018733474,0.122258046,0.002087846,0.118461267,0.788114368,0.852868184,0.025484623,0.6,0.304347826,0.012713358,0.048775382,0.001714605,0,1
19.9931,0,0.745425529,0.391940455,0.008551843,0.024700783,0.002076467,0.021325899,0.649595083,0.767582842,0.006626198,0.4,0.565217391,0.002519775,0.022604662,0.015089481,0,1
19.951,0,0.593074474,0.306957393,0.057312104,0.055291826,0.006948322,0.071054711,0.712342259,0.840536297,0.006865611,0.2,0.362318841,0.005137701,0.002932136,0.001795108,0,1
19.9185,0,0.60349996,0.426435068,0.013207052,0.038567556,0.005036837,0.023979849,0.698687762,0.788658563,5.12E-05,0.4,0.579710145,8.41E-06,0.038533378,0.003628807,0,1
19.91,0,0.573436169,0.309515586,0.049675475,0.128365372,0.00957035,0.152255723,0.80064677,0.872847185,0.016197575,0.6,0.299516908,0.000172611,0.010046029,0.002727992,0,1
19.9,0,0.643765957,0.074375104,0.106926318,0.040446506,0.011916941,0.05241604,0.577314913,0.653816247,0.004307996,0.4,0.434782609,0.000110496,0.217923589,0.001515954,0,1
19.9,0,0.80403194,0.32099835,0.043858578,0.022423167,0.014709995,0.041958367,0.838015366,0.843810836,0.003339635,0.4,0.550724638,0.003525668,0.039807621,0.002535994,0,0
19.9,0,0.692819149,0.548234092,0.011578947,0.039090314,0.001290474,0.08204174,0.805475102,0.789195902,0.005935988,0.4,0.47826087,0.002367692,0.111474481,0.001413176,0,0
19.8819,0,0.822617064,0.458924741,0.009734369,0.045354014,0.001835459,0.034159461,0.688059713,0.762989231,0.009177052,0.8,0.550724638,0.000665129,0.016640418,0.002541681,0,1
19.865,0,0.845351037,0.38470512,0.010625948,0.025142215,0.001184262,0.028836947,0.650644308,0.794279612,0.003715866,0.8,0.652173913,0.050825225,0.001938573,5.72E-17,0,1
19.86,0,0.595383015,0.346715058,0.032096369,0.137534213,0.008929787,0.153732246,0.803171261,0.870441125,0.016197575,0.6,0.333333333,0.000403957,0.011903779,0.010377554,0,1
19.82391,0,0.277274436,0.159734911,0.088645791,0.065955348,0.009879575,0.059595962,0.466962759,0.806931226,0.00154606,0,0.275362319,9.60E-05,0.044789942,0.0795383,0,0
19.8,0,0.547021257,0.193720014,0.014830211,0.004333879,0.005532368,0.011982772,0.559989651,0.781143798,1.26E-05,0.6,0.579710145,0.005003046,0.00154283,0.03906915,0,1
19.8,0,0.601542534,0.255715881,0.016315789,0.018820962,0.002053027,0.019017433,0.671455604,0.679985404,3.25E-05,0.2,0.652173913,4.40E-06,0.05369811,0.006206613,0,1
19.8,0,0.765319175,0.227579822,0.028421053,0.042063933,0.003167527,0.035043071,0.485895372,0.481955557,0.00496538,0.4,0.31884058,0.000219722,0.153885455,0.00491074,0,1
19.8,0,0.712936158,0.089072787,0.104472102,0.043925776,0.011643418,0.053564582,0.563480125,0.633774922,0.015635419,0.4,0.449275362,0.000135245,0.211832812,0.002306905,0,1
19.8,0,0.63061702,0.074225805,0.089585266,0.035040011,0.012025634,0.046655745,0.499885621,0.657953812,0.008224613,0.2,0.38647343,0.000754389,0.28183262,0.026236739,1,1
19.8,0,0.739968077,0.040649296,0.141287194,0.044098338,0.015746461,0.058499034,0.585877049,0.872225005,0.000214894,0.8,0.169082126,0.003611548,0.27434808,0.001999859,0,1
19.7767,0,0.478103232,0.451000835,0.011007053,0.023979848,0.001707931,0.037351998,0.660326576,0.782354982,0.005814771,0.2,0.405797101,0.000873583,0.013662364,0.059745144,0,0
19.7666,0,0.752116995,0.474789085,0.002631579,0.026427661,0.00238611,0.012863201,0.770260097,0.861830948,0.001427653,0.4,0.652173913,0.000217165,0.013584856,0.02697685,0,1
19.7541,0,0.825744629,0.480086845,0.007368421,0.027862425,0.001525698,0.025172281,0.665308118,0.782805835,0.005056529,0.6,0.608695652,1.09E-05,0.005243568,0.007047358,0,1
19.75,0,0.803989329,0.111682385,0.069717897,0.035357205,0.009265838,0.036589191,0.556719367,0.67529316,0.005283439,0.6,0.405797101,0.000507298,0.11302177,0.00138155,0,1
19.7427,0,0.68095747,0.494193557,0.002875711,0.110564513,0.002173698,0.054548017,0.790019208,0.871850775,0.000821876,0.2,0.410628019,0.001978619,0.004204499,0.00079986,0,1
19.7137,0,0.652553153,0.449520266,0.010600684,0.02178704,0.001704757,0.031735527,0.693193431,0.758358806,0.010550445,0.4,0.507246377,1.00E-05,0.018313981,0.015122697,0,1
19.7,0,0.791648946,0.167478494,0.055084738,0.027122064,0.006552499,0.035402963,0.719695571,0.819874956,0.001019182,0.6,0.541062802,0.001475186,0.083422112,0.014722798,0,1
19.7,0,0.776595745,0.110050459,0.080526316,0.043490867,0.00897466,0.04907763,0.557527714,0.56874297,0.027466939,0.4,0.420289855,7.94E-06,0.193263209,0.000178942,0,1
19.7,0,0.682319154,0.065851117,0.069646839,0.027302842,0.009435242,0.034559862,0.536576024,0.870419087,0.033142889,0.2,0.434782609,0.000697514,0.06362572,0.001915611,0,1
19.7,0,0.557148954,0.394948702,0.005354948,0.001474978,0.007008153,0.01566282,0.587304564,0.518846825,2.53E-05,0.4,0.637681159,0.075868614,0.012603023,0.002948455,0,0
19.7,0,0.808234032,0.427733675,0.013684211,0.112323286,0.001573745,0.080746554,0.780642815,0.754649526,0.028560388,0.6,0.449275362,0.004814384,0.0788028,0.002320191,0,1
19.672,0,0.615404251,0.509255585,0.000334398,0.023443462,0.001989946,0.013004461,0.753525938,0.872551764,6.36E-05,0.2,0.594202899,0.000290639,0.04089339,0.007878571,0,1
19.6545,0,0.859595765,0.433482225,0.007123947,0.029617571,0.002612359,0.026669537,0.657208525,0.808650921,0.000962928,0.6,0.579710145,0.000953621,0.00272523,0.004233196,0,1
19.61,0,0.599819183,0.271586441,0.055437369,0.066312556,0.00951572,0.132415013,0.806621851,0.872754581,0.016197575,0.6,0.265700483,0.000202298,0.014224688,0.012312833,0,1
19.6,0,0.81174469,0.235804802,0.018039527,0.015277472,0.002092421,0.016326873,0.67294222,0.643565478,3.51E-05,0.4,0.652173913,5.24E-05,0.04158072,0.02229693,0,1
19.6,0,0.778776615,0.133267995,0.062603683,0.039032328,0.006977182,0.041595805,0.484917246,0.609873563,0.000703314,0.2,0.275362319,7.49E-05,0.214227707,0.006675461,0,1
19.6,0,0.694191466,0.04806741,0.134906311,0.044620761,0.015035312,0.057978773,0.589835965,0.864874783,0.004835701,0.8,0.246376812,0.000692621,0.276152075,0.006462144,0,1
19.6,0,0.829787234,0.114804797,0.053584209,0.027696144,0.006745659,0.029129261,0.56212797,0.691212226,0.005933117,0.4,0.434782609,0.000275362,0.102228389,0.001680423,0,1
19.6,0,0.575382963,0.43523159,0.016842105,0.045983907,0.002062746,0.071945343,0.800229062,0.841670581,0.007617241,0.4,0.376811594,0.001520284,0.094256886,0.003370609,0,0
19.558,0,0.30222767,0.467555833,0.010581579,0.024133372,0.001507925,0.035693177,0.645149991,0.767827375,0.008293777,0.2,0.362318841,0.000320103,0.012618411,0.050564167,0,0
19.54766,0,0.344637201,0.161035158,0.08582526,0.05699536,0.009568395,0.049911808,0.530184419,0.795762418,0.001094405,0,0.391304348,0.000616177,0.043704253,0.018928436,0,0
19.5334,0,0.794489353,0.370329612,0.018902263,0.106742242,0.002106658,0.092809821,0.769055708,0.721111492,0.013890024,0.4,0.304347826,0.002925256,0.056245391,0.002296849,0,1
19.5227,0,0.600361682,0.463916473,0.008154579,0.022883445,0.001501079,0.036851665,0.690326574,0.783714133,0.007855521,0.2,0.463768116,0.000559703,0.011336604,0.015956518,0,0
19.5,0,0.734127694,0.19338338,0.037422947,0.022041606,0.004282027,0.027748191,0.673010205,0.713136154,0.001470334,0.4,0.594202899,0.000241544,0.066193664,0.006939507,0,1
19.5,0,0.669521251,0.186845734,0.045724315,0.048564655,0.005095976,0.046240629,0.544675928,0.430705106,0.01952941,0.4,0.405797101,7.85E-06,0.139755505,0.002769653,0,1
19.5,0,0.624553193,0.071939203,0.088611049,0.036362278,0.01021633,0.045090294,0.493153979,0.66988433,0.006459236,0.2,0.405797101,0.000217921,0.27774913,0.007145053,0,1
19.5,0,0.608521238,0.230912318,0.017450158,0.007538939,0.011470612,0.029542634,0.652655522,0.863954116,0.010794731,0.6,0.52173913,0.000993288,0.046859907,0.035109614,0,1
19.5,0,0.686297883,0.118051699,0.05113121,0.027708901,0.005698575,0.028478235,0.560422645,0.751827027,0.012526188,0.6,0.463768116,0.019161413,0.078838005,0.004819376,0,1
19.5,0,0.727932626,0.326306459,0.049730843,0.072870544,0.049955714,0.143306666,0.815011084,0.87222786,0.001366246,0.8,0.289855072,0.014610842,0.05518864,0.001216246,0,1
19.4949,0,0.831542482,0.336789083,0.010848315,0.021312555,0.00213862,0.018748296,0.664025429,0.751644324,0.006452663,0.4,0.666666667,0.000112969,0.028858558,0.021804126,0,1
19.472,0,0.799148965,0.42110421,0.009582579,0.029430269,0.004043941,0.018835564,0.709643869,0.818329626,0.000198732,0.4,0.637681159,4.13E-05,0.030046196,0.024656164,0,1
19.4,0,0.682648923,0.115200166,0.091052632,0.042933751,0.010147818,0.056857407,0.607147923,0.607502605,0.000326875,0.4,0.362318841,5.37E-05,0.10991947,0.002022758,0,1
19.4,0,0.736978734,0.206306858,0.034278998,0.044462452,0.003820395,0.039221505,0.51174435,0.462598106,0.017384099,0.4,0.420289855,0.000527882,0.151495191,0.002145395,0,1
19.4,0,0.692819149,0.112256822,0.103327894,0.057653089,0.016820214,0.061938162,0.692943703,0.82889545,0.003013837,0.4,0.246376812,0.000130832,0.16951666,0.007520554,0,1
19.4,0,0.642212726,0.389590173,0.006315789,0.001739635,0.007026103,0.01579957,0.589435498,0.519343523,2.52E-05,0.4,0.642512077,0.076747511,0.012721754,0.001470609,0,0
19.4,0,0.664968125,0.569623658,0.013157895,0.030517687,0.001975739,0.073033379,0.766349933,0.724625222,0.005151115,0.6,0.565217391,0.000802438,0.129494416,0.003751837,0,0
19.399,0,0.798234006,0.456157997,0.01,0.044390985,0.001887295,0.033548428,0.688458686,0.761778047,0.009313681,0.6,0.550724638,0.006295831,0.016981903,0.003157353,0,1
19.3743,0,0.630478717,0.434913162,0.009998474,0.038215423,0.00185901,0.047241449,0.736629231,0.788135811,0.006537542,0.4,0.502415459,0.006908668,0.003255112,0.006454857,0,1
19.35,0,0.473062799,0.309309758,0.04953337,0.127983042,0.009569157,0.151746398,0.800990113,0.872525182,0.016197575,0.6,0.289855072,0.000201628,0.010395685,0.024591042,0,1
19.3476,0,0.858255265,0.489222493,0.004736842,0.051004929,0.002698264,0.025787879,0.7700739,0.865690761,0.003664044,0.6,0.565217391,0.001534462,0.036493078,0.008579718,0,1
19.335,0,0.660308513,0.386726626,0.015307,0.021801828,0.001742157,0.027486951,0.655297765,0.763885032,0.006336545,0.4,0.47826087,0.000429748,0.015474893,0.013796779,0,1
19.3213,0,0.787234043,0.246634819,0.08629474,0.065207163,0.023332473,0.10602215,0.795813495,0.867284578,0.006927711,0.6,0.347826087,0.000913358,0.009967243,0.00136608,0,1
19.32,0,0.796595715,0.396642251,0.021175947,0.038212379,0.00236006,0.07051274,0.807035622,0.872126725,0.016197575,0.6,0.434782609,0.002965609,0.104040724,0.002004781,1,1
19.3195,0,0.812021296,0.326700991,0.037610682,0.164302694,0.004751167,0.117349635,0.76250333,0.69282528,0.004531846,0.8,0.289855072,0.006297422,0.048465009,0.002815018,0,1
19.3,0,0.624063857,0.157102154,0.026127211,0.016348216,0.005938057,0.020517511,0.526734449,0.699267796,0,0,0.536231884,0,0.008658799,0.050693207,0,1
19.3,0,0.733893618,0.272161296,0.016842105,0.030669905,0.001877053,0.022855868,0.604696316,0.545967359,0.005981053,0.4,0.579710145,5.23E-07,0.020918549,0.099176247,0,1
19.3,0,0.79787234,0.156180316,0.050506002,0.027013773,0.005761509,0.032230118,0.710498019,0.7862612,0.003407444,0.6,0.579710145,0.000469931,0.0790204,0.010918671,0,1
19.3,0,0.712765957,0.095414808,0.124484735,0.035200783,0.02101707,0.06093473,0.508008278,0.638416117,0.016008326,0.4,0.376811594,3.76E-05,0.264284198,0.001629039,0,1
19.3,0,0.724904243,0.048909842,0.137487375,0.044603073,0.015325141,0.057919806,0.588167578,0.860714693,0.001544931,0.6,0.275362319,0.000157252,0.273870075,0.002357081,0,1
19.3,0,0.750021265,0.458167923,0.017417422,0.041513772,0.001941172,0.070022562,0.801273834,0.820999305,0.004793356,0.6,0.420289855,0.000522098,0.107173923,0.002380795,0,1
19.3,0,0.73394678,0.439780798,0.016315789,0.049381706,0.001995683,0.068514074,0.797242498,0.816563041,0.02017108,0.6,0.420289855,0.005314654,0.082685826,0.001948435,0,1
19.21,0,0.85106383,0.519098419,0.012105263,0.023972745,0.002170343,0.022901861,0.764951963,0.564378607,0.03107494,0.8,0.652173913,0.001153212,0.080378191,0.038907497,0,1
19.2002,0,0.533776628,0.448267158,0.010526316,0.02309162,0.00159546,0.034587039,0.68016847,0.778506079,0.006725544,0.2,0.449275362,0.002443738,0.013611134,0.047290389,0,0
19.2,0,0.680361727,0.088820517,0.092550001,0.040800666,0.0103147,0.048161617,0.562380672,0.655497735,0.01409612,0.2,0.434782609,0.000139489,0.221869387,0.000821047,0,1
19.2,0,0.701723383,0.07006493,0.092358423,0.037224269,0.010773991,0.046749065,0.501315061,0.670788112,0.005291031,0.2,0.420289855,0.000866941,0.285499322,0.002249622,0,1
19.2,0,0.599808551,0.064232422,0.098051051,0.033668164,0.011727358,0.04746762,0.507341953,0.692978812,0.004404307,0.2,0.434782609,0.000654485,0.292460635,0.020695522,0,1
19.2,0,0.367443653,0.088256413,0.08901947,0.026098433,0.011555431,0.043158077,0.602385104,0.857002258,0.011161103,0.4,0.608695652,0.001036842,0.013262827,0.016874284,0,1
19.2,0,0.618159598,0.251550461,0.044747367,0.038549001,0.018005924,0.068438189,0.817501095,0.868184821,0.004205099,0.4,0.333333333,0.006866781,0.053801602,0.010662909,0,0
19.2,0,0.763085142,0.332776678,0.019696053,0.022674109,0.008820448,0.035276111,0.814632771,0.815035779,0.003245445,0.4,0.52173913,0.003185371,0.037461523,0.015939406,0,0
19.2,0,0.808255297,0.283146394,0.072166844,0.030958539,0.018257802,0.050072913,0.819306917,0.841026537,0.0018958,0.4,0.420289855,0.002366777,0.045146275,0.001878541,0,0
19.2,0,0.786085088,0.292462774,0.070956316,0.032312554,0.020660782,0.051960725,0.826531701,0.852541021,0.002959019,0.4,0.405797101,0.006973128,0.049520019,0.007208536,0,0
19.2,0,0.353957481,0.285255173,0.063342104,0.029724123,0.017204951,0.048542584,0.799089698,0.837443557,0.002004658,0,0.434782609,0.00255078,0.043825418,0.013713437,0,0
19.2,0,0.79787234,0.371402397,0.033528527,0.020399826,0.020296223,0.042604983,0.835940593,0.854237999,0.002239322,0.6,0.507246377,0.006584846,0.04657967,0.025500251,0,0
19.2,0,0.819500051,0.31645864,0.020526316,0.023340099,0.013915591,0.047836334,0.830867445,0.835061826,0.003364068,0.4,0.565217391,0.002356439,0.022065117,0.004354806,0,0
19.2,0,0.803468096,0.376060366,0.014736842,0.013962207,0.007085289,0.053184126,0.829702968,0.859217784,0.009826806,0.6,0.507246377,0.003437416,0.014093885,0.004712169,0,0
19.2,0,0.799031927,0.417295287,0.02,0.020862713,0.013856582,0.063759935,0.828262154,0.872073512,0.013464346,0.8,0.463768116,0.009119942,0.011204563,0.003727287,0,1
19.2,0,0.760702093,0.406106707,0.014621211,0.013405335,0.0094353,0.059010409,0.830174379,0.870246054,0.009119823,0.6,0.492753623,0.002765236,0.010814707,0.004513055,0,1
19.2,0,0.680691496,0.570913966,0.008330263,0.031861845,0.000928408,0.072278625,0.799337961,0.738028131,0.00576997,0.2,0.550724638,0.001495005,0.120904919,0.015569502,0,1
19.2,0,0.676882967,0.543639354,0.012674473,0.036665556,0.001419328,0.0751951,0.766546475,0.743021534,0.004592209,0.6,0.492753623,0.000727367,0.125517599,0.007307861,0,0
19.2,0,0.597585069,0.393836634,0.030475526,0.055339518,0.003411802,0.083547662,0.801198464,0.854643175,0.010483736,0.6,0.420289855,0.003440608,0.097069321,0.006764147,0,1
19.1963,0,0.528851042,0.431054575,0.011813737,0.036824152,0.00197229,0.031559454,0.687637063,0.750906909,0.008907079,0.4,0.487922705,0.009013062,0.019835143,0.002627056,0,1
19.1676,0,0.561499981,0.407889581,0.03471142,0.352073079,0.003868589,0.211287506,0.643228902,0.764926361,0.004176995,0,0.289855072,0.002595554,0.052463803,0.016329442,0,0
19.14,0,0.659351024,0.177161293,0.022636737,0.007147318,0.008678496,0.023491924,0.610477313,0.804782217,0.016334392,0.6,0.608695652,4.04E-05,0.065936451,0.025497031,0,1
19.1059,0,0.610468114,0.49622415,0.005986,0.027461582,0.00138218,0.042743631,0.705226837,0.790714483,0.010124466,0.6,0.47826087,0.000380477,0.011899201,0.001856246,0,1
19.1,0,0.202706357,0.114727872,0.069559471,0.031529284,0.007752405,0.039767573,0.563088522,0.820451197,0.009480378,0.2,0.492753623,0.000443689,0.04276865,0.0305693,0,0
19.08256881,0,0.73109574,0.553180325,0.013684211,0.03002363,0.002463632,0.069926166,0.758139512,0.731558182,0.004055853,0.6,0.52173913,0.000632841,0.127250014,0.005337212,0,0
19.029,0,0.722393604,0.440467317,0.010989263,0.030836765,0.002523885,0.049161257,0.657773006,0.810829801,0.007564093,0.4,0.425120773,0.001813768,0.006938728,0.002701832,0,0
19.0147,0,0.620563832,0.387580657,0.013080895,0.021958829,0.001692351,0.026897708,0.665622872,0.753126435,0.008214754,0.4,0.492753623,0.001039129,0.020515257,0.025609059,0,1
19.01,0,0.717755338,0.453606283,0.015787211,0.042771673,0.002052775,0.066610777,0.796988317,0.806912819,0.012344078,0.6,0.376811594,0.003702859,0.087707035,0.00191699,0,1
19.01,0,0.734042553,0.460086851,0.016315789,0.043873876,0.001935711,0.069015023,0.797470072,0.805290728,0.017027964,0.6,0.376811594,0.007707844,0.085299698,0.006910921,0,1
19.0085,0,0.755159581,0.363550462,0.014996421,0.019920267,0.001671351,0.023591961,0.660531996,0.774247313,0.004299345,0.4,0.507246377,0.000624341,0.016338304,0.02321681,0,1
19,0,0.861702128,0.122602564,0.023454526,0.009026602,0.003291459,0.011431165,0.501371067,0.579733241,0.00406167,0.6,0.666666667,0,0.004892635,0.005672532,0,1
19,0,0.708510622,0.097368901,0.102606314,0.028262104,0.013372478,0.052593446,0.687589767,0.788505382,0.000682833,0.4,0.31884058,4.84E-05,0.101653561,0.008428133,0,1
19,0,0.695946795,0.083364766,0.107217367,0.029532183,0.01410705,0.053767113,0.685668692,0.795913166,0.000624423,0.4,0.31884058,3.84E-05,0.104154434,0.028377957,0,1
19,0,0.692148899,0.140239867,0.064487895,0.039380112,0.007321093,0.043980107,0.468107584,0.67940257,4.81E-05,0.2,0.251207729,0.000647823,0.293548548,0.000737961,0,0
19,0,0.524446772,0.043783705,0.10087,0.029705856,0.012937647,0.042795415,0.527255355,0.793846128,0.013427933,0.2,0.347826087,0.000889621,0.004113149,0.011200906,0,0
19,0,0.594521299,0.095504961,0.070026317,0.033112061,0.008331476,0.035882992,0.53668671,0.729718647,0.023514247,0.4,0.347826087,0.000669651,0.046437582,0.011260795,0,1
19,0,0.746074433,0.070325064,0.102456842,0.038732385,0.011418817,0.050407118,0.601470369,0.857261688,0.021526342,0.6,0.541062802,0.004118954,0.02903695,0.00034189,0,1
19,0,0.675500018,0.146091815,0.020280264,0.00558604,0.004862588,0.014817003,0.62433279,0.860812261,0.01536148,0.6,0.550724638,0.000424819,0.006092536,0.00249841,0,0
19,0,0.690340407,0.120960714,0.061042107,0.032324442,0.007863327,0.033054657,0.55745973,0.67940257,0.004065372,0.2,0.449275362,0.000130822,0.108793002,0.012753296,0,1
